wave,flux,err,fit
902.813,0.0876808,0.341176,28.64573089723339
902.988,-0.106419,0.00385305,28.01440589706295
903.163,-0.106354,0.00385176,27.01739389565180
903.339,-0.106289,0.00385043,25.60254147601020
903.514,-0.106258,0.00384915,23.75581603594942
903.689,-0.106226,0.00384762,21.51106803134492
903.864,0.214847,0.563824,18.95200806782445
904.039,0.215135,0.563819,16.20398600220179
904.215,0.536113,1.12313,13.41679299119604
904.390,0.215712,0.563147,10.74199856030040
904.565,0.216063,0.563140,8.310228135670304
904.740,-0.104084,0.00381013,6.214059924851520
904.916,0.216211,0.561946,4.499893220539251
905.091,0.536260,1.11998,3.169517078798008
905.266,0.536223,1.11998,2.189364692245224
905.441,0.216303,0.561833,1.503793660318709
905.617,-0.103308,0.00366525,1.048582699674660
905.792,0.0572552,0.281527,0.7617573924615560
905.967,0.0576313,0.440334,0.5904116374724263
906.142,0.217956,0.718018,0.4935600422579455
906.317,0.0579377,0.598853,0.4419760089967982
906.493,0.0578982,0.598694,0.4163098512959867
906.668,0.0576079,0.598591,0.4045998725075576
906.843,0.217311,0.717276,0.3999184362043071
907.018,0.217079,0.717127,0.3985198223676358
907.194,0.216681,0.717149,0.3984481867686303
907.369,0.0567524,0.598166,0.3987680121913134
907.544,0.132454,0.597077,0.3990821168902423
907.719,-0.0422494,0.409265,0.3992564718749166
907.894,0.215403,0.457904,0.3992486380698732
908.070,0.306378,0.503040,0.3990934385043970
908.245,0.397232,0.570475,0.3988279378956545
908.420,0.124486,0.452997,0.3984739885819115
908.595,0.124239,0.452973,0.3980435258765705
908.771,0.124207,0.452847,0.3975523426101826
908.946,0.487078,0.613799,0.3970306200513041
909.121,0.486973,0.613649,0.3965353468801878
909.296,0.668204,0.663528,0.3961725623190775
909.471,0.395923,0.570003,0.3961168278580812
909.647,0.214460,0.457038,0.3966415715707178
909.822,0.205372,0.437055,0.3981544104552985
909.997,0.241668,0.431663,0.4012459302320259
910.172,0.368542,0.493905,0.4067358736292398
910.348,0.164334,0.424116,0.4156905548028095
910.523,0.231879,0.427050,0.4293850349048519
910.698,0.0958937,0.409956,0.4491668944613073
910.873,0.0957262,0.410044,0.4762259278236907
911.049,-0.108238,0.390013,0.5112916756927248
911.224,-0.108663,0.389933,0.5543285994227575
911.399,0.0267408,0.427457,0.6043238371643513
911.574,0.365849,0.481574,0.6592456042884760
911.750,0.433653,0.464544,0.7162385206863404
911.925,0.365855,0.460982,0.7720198764363920
912.100,0.162545,0.423371,0.8234030843774774
912.275,0.0950637,0.440259,0.8677989436728075
912.450,-0.0403020,0.423437,0.9035808042864589
912.626,-0.107847,0.389231,0.9302293645200722
912.801,-0.0398270,0.371681,0.9482491540531223
912.976,0.0958282,0.387999,0.9589117078292339
913.151,0.231244,0.425249,0.9639180104427787
913.327,0.298996,0.459029,0.9650752318051169
913.502,0.231226,0.425134,0.9640412069007699
913.677,0.163500,0.421648,0.9621609495932781
913.852,0.0956955,0.387818,0.9603875759372945
914.028,0.0278086,0.405231,0.9592618274914259
914.203,-0.0400419,0.371477,0.9589326093442557
914.378,-0.0403070,0.371698,0.9592185837013857
914.553,0.0274266,0.354351,0.9597058741217946
914.729,0.0274058,0.354332,0.9598849408484362
914.904,0.0275424,0.354158,0.9593007213541618
915.079,0.0952321,0.387904,0.9576913531335001
915.254,0.230653,0.424941,0.9550705586423078
915.430,0.501297,0.496518,0.9517261885181393
915.605,0.568983,0.499793,0.9481465663333677
915.780,0.365956,0.479986,0.9448895580895980
915.955,0.162891,0.442203,0.9424421892230835
916.131,0.0273700,0.405233,0.9411043446538923
916.306,0.0272135,0.405206,0.9409297173466068
