wave,flux,err,fit_all,fit_stell
878.766,-0.0866655,0.277098,-81.13649299319046,-277.2159455436932
878.944,-0.0860899,0.275724,-80.37044663219720,-274.5416696956520
879.130,0.0964702,0.274357,-79.60078767853334,-271.8536937556821
879.315,0.187554,0.273017,-78.82508856443047,-269.1462743333663
879.501,0.277986,0.271677,-78.04697367661812,-266.4317962473484
879.686,0.275556,0.270357,-77.26860663488698,-263.7176480059621
879.872,0.274210,0.269044,-76.49196650000640,-261.0105819664531
880.057,0.184028,0.267744,-75.72060368307140,-258.3226483497778
880.235,0.00474987,0.266458,-74.95214742305028,-255.6481756496345
880.421,-0.0843542,0.265178,-74.18008768696984,-252.9602208484626
880.606,-0.0841825,0.263911,-73.40211577502174,-250.2532851874206
880.792,-0.0840473,0.262656,-72.62174390369749,-247.5393795389262
880.977,-0.0837462,0.261414,-71.84102708594907,-244.8254292179147
881.163,-0.0831130,0.260177,-71.06198133374605,-242.1183844930943
881.348,0.0894781,0.258961,-70.28809750993057,-239.4300779984658
881.526,0.0901974,0.257756,-69.51717006596859,-236.7550764193447
881.711,0.0905807,0.256565,-68.74260921377950,-234.0668349999229
881.897,-0.0809346,0.255371,-67.96218458322659,-231.3597253345439
882.082,-0.0804266,0.254189,-67.17940347612969,-228.6457745467202
882.268,0.0881380,0.253020,-66.39628104515226,-225.9318685876870
882.453,0.0888294,0.251868,-65.61485444922924,-223.2249119224951
882.639,0.0894185,0.250723,-64.83869649899748,-220.5369788355001
882.817,0.00495161,0.249590,-64.06556564680960,-217.8625279124016
883.002,0.0880110,0.248468,-63.28870133761121,-215.1745505352084
883.188,0.0884904,0.247350,-62.50590421196224,-212.4675495296635
